name,id,continent,age,contract_until,position,prefer_foot,reputation,stat_overall,stat_potential,stat_skill_moves,value
E. Lavezzi,706,4,33,2018,2,0,3,79,79,4,8000000
J. Farfán,708,4,33,2020,2,0,2,79,79,4,7500000
R. Babel,709,2,31,2019,2,0,3,79,79,4,11000000
L. López,712,4,35,2019,1,0,2,79,79,4,6000000
B. Yılmaz,714,1,32,2020,1,0,2,79,79,3,10000000
R. Adler,715,2,33,2019,0,0,2,79,79,1,6500000
E. Belözoğlu,718,1,37,2019,2,1,2,79,79,4,4000000
Loren,719,2,24,2022,1,0,1,78,83,3,14000000
F. Chiesa,721,2,20,2022,1,0,2,78,87,4,16000000
M. Lazzari,722,2,24,2021,2,0,1,78,81,3,13000000
S. Nakajima,724,1,23,2020,1,0,1,78,84,4,14000000
S. Ascacíbar,726,4,21,2023,2,0,1,78,84,3,12000000
A. Lafont,727,2,19,2023,0,0,2,78,90,1,14000000
F. Krovinović,729,2,22,2022,2,0,1,78,84,4,14000000
Sidney Pessinho,730,4,26,2021,2,0,1,78,78,2,9000000
Claudio Coíntra,732,4,34,2021,2,1,1,78,78,4,5000000
João Novais,736,2,24,2023,2,0,1,78,81,4,13000000
D. Calabria,737,2,21,2022,3,0,1,78,88,3,14500000
L. Pellegrini,739,2,22,2022,2,0,2,78,84,3,14000000
Daniel Podence,741,2,22,2023,2,0,1,78,84,4,14000000
M. Díaz,742,4,32,2018,0,0,1,78,78,1,6000000
M. Eggestein,744,2,21,2020,2,0,1,78,84,3,14000000
Trezeguet,745,0,23,2021,2,0,3,78,80,4,13000000
N. Amiri,746,2,21,2020,2,0,1,78,85,4,14500000
Diogo Jota,749,2,21,2021,1,0,2,78,86,4,15500000
Dyego Sousa,751,4,28,2021,1,0,1,78,78,3,10500000
V. Rongier,754,2,23,2022,2,0,2,78,83,3,14000000
W. Weghorst,755,2,25,2022,1,0,1,78,80,3,13000000
M. Nakamba,757,0,24,2022,2,1,1,78,83,3,12000000
Pablo Maffeo,759,2,20,2023,3,0,1,78,86,3,13000000
Y. Mina,760,4,23,2023,3,0,1,78,85,2,12500000
M. Dúbravka,761,2,29,2022,0,0,1,78,80,1,8500000
Diego Carlos,762,4,25,2022,3,0,2,78,80,2,10500000
D. Djené,763,0,26,2021,3,0,1,78,79,2,10000000
G. Simeone,764,4,22,2022,1,0,2,78,85,3,15000000
M. Meza,765,4,25,2021,2,0,1,78,79,4,12500000
Bastos,766,0,26,2020,3,0,2,78,79,2,10000000
S. Lobotka,767,2,23,2023,2,0,1,78,84,4,14000000
Marcelo Goiano,769,4,30,2021,3,0,1,78,78,3,7500000
Capa,771,2,26,2022,3,0,1,78,81,3,10500000
N. Maksimović,774,2,26,2021,3,0,2,78,81,2,11000000
D. Zapata,775,4,27,2020,1,0,2,78,79,3,12000000
J. Correa,776,4,23,2023,2,0,1,78,83,4,14000000
E. Rigoni,777,4,25,2021,2,1,1,78,81,4,13000000
C. Izquierdoz,778,4,29,2021,3,0,1,78,78,2,8000000
W. Barrios,779,4,24,2021,2,0,1,78,85,3,12500000
J. Mojica,780,4,25,2022,3,1,1,78,81,3,10500000
A. Iwobi,782,0,22,2023,2,0,1,78,84,4,14000000
D. Laxalt,783,4,25,2022,3,1,2,78,80,4,12500000
N. Bentaleb,784,0,23,2021,2,1,2,78,83,4,13500000
N. Stark,785,2,23,2022,3,0,1,78,84,2,12000000
M. Lemina,786,0,24,2022,2,0,2,78,83,3,13500000
L. Dendoncker,787,2,23,2019,3,0,2,78,84,2,12000000
Ricardo Esgaio,788,2,25,2022,2,0,1,78,80,4,12500000
P. Sisto,789,2,23,2021,1,0,1,78,84,4,14000000
P. Max,790,2,24,2022,3,1,1,78,81,3,11000000
Pere Pons,792,2,25,2020,2,0,1,78,83,3,13500000
J. Quintero,795,4,25,2018,2,1,2,78,80,4,12500000
Tiago Volpi,796,4,27,2022,0,0,2,78,80,1,8500000
Óliver Torres,797,2,23,2021,2,0,3,78,83,3,13500000
Andreas Pereira,800,4,22,2019,2,0,1,78,84,4,14000000
B. Cristante,802,2,23,2019,2,0,2,78,86,3,15000000
Matheus,803,4,25,2023,0,0,1,78,82,1,9500000
L. Trossard,806,2,23,2021,2,0,1,78,84,4,14000000
M. Arnold,807,2,24,2022,2,1,2,78,83,3,13500000
M. De Sciglio,808,2,25,2022,3,0,2,78,81,3,10500000
Leo Baptistao,809,4,25,2021,1,0,2,78,79,4,12500000
V. Chiricheş,810,2,28,2022,3,0,2,78,78,2,8500000
A. Cragno,812,2,24,2022,0,0,1,78,84,1,10500000
L. Castro,813,4,29,2021,2,0,2,78,78,4,10000000
N. Füllkrug,814,2,25,2022,1,0,1,78,79,3,12500000
F. Fajr,815,0,29,2021,2,0,2,78,78,3,10000000
E. Sala,817,4,27,2020,1,0,2,78,78,3,11000000
S. García,818,4,27,2021,1,0,1,78,78,3,11000000
S. Arias,819,4,26,2023,3,0,2,78,81,3,10500000
B. Reynet,820,2,27,2022,0,0,2,78,80,1,8500000
Pozuelo,821,2,26,2021,2,0,1,78,79,4,12000000
A. Carrillo,825,4,27,2019,2,0,2,78,78,4,11000000
Álvaro,826,2,28,2021,3,0,1,78,79,2,9500000
R. Saponara,829,2,26,2019,2,0,2,78,80,4,12500000
Pedro Mendes,830,2,27,2021,3,0,1,78,80,2,10000000
C. Schindler,831,2,28,2020,3,0,1,78,80,2,10000000
Arbilla,833,2,31,2021,3,0,1,78,78,2,7000000
P. Hernández,835,4,31,2022,2,1,2,78,78,3,9000000
J. Guidetti,836,2,26,2022,1,0,2,78,81,4,13000000
Oriol Romeu,838,2,26,2021,2,0,2,78,80,2,10500000
Lucas Pérez,839,2,29,2021,1,1,2,78,78,4,10500000
B. Natcho,840,1,30,2020,2,0,2,78,78,3,9500000
Cláudio Ramos,841,2,26,2020,0,0,1,78,82,1,9500000
F. Lejeune,842,2,27,2022,3,0,2,78,80,2,10000000
G. Krychowiak,843,2,28,2021,2,0,3,78,79,3,9500000
O. Özyakup,845,1,25,2022,2,0,2,78,81,4,13000000
C. Tévez,846,4,34,2019,2,0,3,78,78,4,5000000
K. Papadopoulos,847,2,26,2020,3,0,2,78,80,2,10500000
M. Debuchy,849,2,32,2021,3,0,3,78,78,3,5500000
V. Moses,850,0,27,2021,1,0,2,78,78,4,11000000
J. Baumgartlinger,853,2,30,2020,2,0,2,78,78,2,7500000
B. Costil,855,2,30,2021,0,0,2,78,78,1,6500000
L. Pratto,857,4,30,2022,1,0,2,78,78,3,10000000
Jurado,859,2,32,2020,2,0,2,78,78,3,8000000
Rafael Tolói,861,4,27,2021,3,0,2,78,80,2,10000000
C. Bravo,862,4,35,2020,0,0,3,78,78,1,2400000
Hernanes,863,4,33,2019,2,0,3,78,78,4,6000000
K. Honda,864,1,32,2019,2,1,3,78,78,4,8000000
J. Holebas,865,2,34,2020,3,1,2,78,78,3,2900000
Javi García,866,2,31,2020,2,0,2,78,78,3,7000000
M. Cáceres,868,4,31,2019,3,0,2,78,78,2,7000000
Daniel Carriço,869,2,29,2020,3,0,2,78,78,2,8000000
R. Eremenko,875,2,31,2019,2,0,2,78,78,4,9000000
R. Vormer,876,2,30,2022,2,0,2,78,78,3,9500000
Adriano,878,4,33,2019,3,1,2,78,78,4,4000000
C. Ansaldi,881,4,31,2019,2,1,2,78,78,4,7000000
Manu García,882,2,32,2020,2,1,1,78,78,2,6000000
B. Moukandjo,886,0,29,2018,2,0,2,77,77,4,9000000
G. Pereiro,887,4,23,2020,2,1,1,77,82,3,12000000
G. Castro,888,2,31,2021,2,0,2,77,77,3,7500000
Caiuby,892,4,29,2020,2,0,2,77,77,3,8500000
Gabriel,893,4,24,2023,2,1,1,77,81,3,11500000
M. Suchý,895,2,30,2019,3,0,1,77,77,2,6500000
T. Vilhena,896,2,23,2020,2,1,2,77,81,3,11500000
Sergio García,900,2,35,2019,1,0,2,77,77,4,4100000
E. Choupo-Moting,901,0,29,2020,1,0,2,77,77,4,9000000
J. Pinola,902,4,35,2020,3,1,2,77,77,2,2100000
J. Hendrix,903,2,23,2020,2,1,1,77,82,2,10000000
S. Sydorchuk,905,2,27,2023,2,0,1,77,78,3,10000000
V. Odjidja-Ofoe,908,2,29,2020,2,0,2,77,77,3,8500000
N. Guzmán,909,4,32,2020,0,0,3,77,77,1,5000000
K. El Ahmadi,912,0,33,2020,2,0,2,77,77,3,3600000
M. Carcela-González,913,0,29,2020,2,1,2,77,77,4,8500000
M. Gabbiadini,914,2,26,2021,1,1,2,77,78,3,10500000
Javi Fuego,918,2,34,2020,2,0,2,77,77,2,2700000
J. Amavi,920,2,24,2021,3,1,1,77,82,3,10000000
R. Malinovskyi,921,2,25,2022,2,1,1,77,81,4,11500000
G. Conti,923,4,23,2023,3,0,1,77,83,2,10500000
P. Pérez,927,4,32,2020,2,0,1,77,77,3,6500000
Jonatan Soriano,929,2,32,2018,1,0,2,77,77,4,7000000
Rubén Peña,930,2,26,2021,3,0,1,77,78,4,8500000
Mikel San José,931,2,29,2020,2,0,2,77,77,3,8500000
P. Groß,932,2,27,2022,2,0,2,77,78,4,10000000
A. Ogbonna,934,2,30,2022,3,1,2,77,77,2,6500000
Juan Jesus,935,4,27,2020,3,1,2,77,77,2,7500000
N. Elvedi,936,2,21,2021,3,0,2,77,84,3,11000000
G. Moreno,937,4,32,2019,2,1,1,77,77,4,7000000
J. Valdivia,938,4,34,2019,2,0,2,77,77,4,4500000
T. Gutiérrez,941,4,33,2022,1,0,2,77,77,4,5500000
Álex Remiro,942,2,23,2019,0,0,1,77,83,1,9000000
Wilson Eduardo,943,2,27,2020,1,0,1,77,77,4,9500000
Jorge Meré,944,2,21,2023,3,0,1,77,83,2,10500000
Y. Bounou,947,0,27,2019,0,1,1,77,80,1,7500000
A. Prijović,948,2,28,2021,1,0,1,77,77,3,9000000
A. Jahanbakhsh,949,1,24,2023,2,0,2,77,80,4,11500000
J. Calleri,950,4,24,2019,1,0,1,77,82,4,12000000
N. Müller,952,2,30,2020,2,0,2,77,77,3,8500000
S. Rondón,956,4,28,2019,1,0,2,77,77,3,9000000
Victor Sánchez,957,2,30,2021,2,0,1,77,77,3,6500000
D. Suárez,958,4,30,2022,3,0,1,77,77,2,6500000
L. Dubois,960,2,23,2022,3,0,1,77,84,3,10500000
K. Lala,962,2,26,2019,3,0,1,77,78,3,8500000
A. Bertolacci,964,2,27,2019,2,1,2,77,77,4,9000000
A. Živković,966,2,21,2021,1,1,1,77,84,4,12500000
R. Ábila,967,4,28,2020,1,0,1,77,77,3,9000000
P. Diop,968,0,32,2019,2,0,1,77,77,3,5000000
D. Garmash,969,2,28,2019,2,0,1,77,77,3,9000000
D. Benaglio,974,2,34,2020,0,0,3,77,77,1,3600000
T. Rincón,975,4,30,2020,2,0,2,77,77,3,8000000
M. Pereira,976,4,34,2019,3,0,3,77,77,2,2500000
J. Sand,978,4,37,2018,1,0,1,77,77,3,3200000
Markel Bergara,979,2,32,2020,2,0,1,77,77,3,5000000
Vágner Love,980,4,34,2020,1,0,3,77,77,4,4700000
B. Bourigeaud,981,2,24,2021,2,0,1,77,81,4,11500000
R. Soriano,982,2,27,2019,2,0,2,77,77,4,9500000
Montoya,984,2,27,2022,3,0,2,77,78,3,8000000
L. Tonelli,987,2,28,2019,3,0,2,77,79,2,8500000
M. Zárate,988,4,31,2021,1,0,2,77,77,4,8000000
D. Basta,990,2,33,2023,3,0,2,77,77,3,3400000
Marçal,991,4,29,2021,3,1,2,77,77,3,6500000
Munir,992,2,22,2019,1,1,2,77,83,4,12500000
H. Pérez,995,4,29,2020,2,0,1,77,77,4,8500000
Jô,996,4,31,2021,1,1,2,77,77,3,8000000
W. Anton,1000,2,21,2021,3,0,1,77,84,3,11000000
E. Skhiri,1001,0,23,2020,2,0,1,77,81,3,10000000
Rúben Vezo,1002,2,24,2020,3,0,1,77,83,2,10500000
Jorge Molina,1003,2,36,2019,1,0,1,77,77,3,3200000
A. Schürrle,1005,2,27,2020,2,0,3,77,77,3,9500000
O. Ighalo,1006,0,29,2020,1,0,1,77,77,4,9000000
L. Acosta,1007,4,30,2022,1,0,1,77,77,4,8500000
V. Babacan,1008,1,29,2021,0,0,2,77,78,1,7000000
R. Aguilar,1009,2,25,2022,3,0,1,77,81,3,9500000
Yeray,1010,2,23,2022,3,0,2,77,83,2,10500000
C. Ünder,1013,1,20,2022,2,1,1,77,87,3,14500000
Roberto,1015,2,32,2019,0,0,2,77,77,1,5000000
Wallace,1017,4,23,2021,3,0,2,77,82,2,10000000
Pedro Obiang,1018,0,26,2022,2,0,2,77,80,3,9000000
D. Heintz,1019,2,24,2022,3,1,2,77,79,2,9000000
N. Mukiele,1020,2,20,2023,3,0,1,77,86,3,12000000
I. Abate,1022,2,31,2019,3,0,2,77,77,3,6000000
Diego Llorente,1023,2,24,2022,3,0,1,77,83,2,10500000
Formosandrinho,1025,4,26,2021,1,0,1,77,77,3,9500000
E. Pulgar,1026,4,24,2019,2,0,1,77,82,3,10000000
A. Turan,1029,1,31,2020,2,0,3,77,77,4,7500000
D. Schwaab,1031,2,29,2019,3,0,2,77,77,2,7000000
M. Schmelzer,1032,2,30,2021,3,1,2,77,77,2,6500000
L. Spinazzola,1033,2,25,2022,2,0,2,77,80,3,11000000
D. Pröpper,1035,2,26,2021,2,0,2,77,78,3,10500000
R. Inglese,1036,2,26,2019,1,0,2,77,78,3,10500000
C. Gentner,1039,2,32,2019,2,0,2,77,77,2,6500000
N. Castillo,1046,4,25,2023,1,0,2,77,82,3,12000000
D. Origi,1047,2,23,2019,1,0,2,77,82,4,12000000
D. Selke,1050,2,23,2022,1,0,1,77,83,3,12500000
Wendell,1051,4,24,2021,3,1,2,77,80,4,9500000
Y. Sabaly,1053,0,25,2021,3,0,2,77,80,3,9000000
F. Marchetti,1055,2,35,2020,0,1,2,77,77,1,2100000
W. Cyprien,1056,2,23,2021,2,0,2,77,84,4,12500000
G. Paletta,1057,2,32,2020,3,0,3,77,77,2,5000000
B. Espinosa,1060,4,28,2021,3,0,1,77,77,2,7000000
J. Kucka,1063,2,31,2020,2,0,2,77,77,3,7500000
A. Szymanowski,1065,4,29,2020,2,1,2,77,77,4,8500000
W. Reid,1066,3,29,2023,3,0,2,77,77,2,7000000
Cédric,1067,2,26,2020,3,0,2,77,78,3,8500000
A. Mitrović,1072,2,23,2023,1,0,1,77,82,3,12000000
P. Skjelbred,1073,2,31,2019,2,0,2,77,77,3,6000000
D. Cvitanich,1074,4,34,2020,1,0,2,77,77,3,4700000
M. Wolf,1077,2,23,2023,2,0,2,77,82,3,12000000
N. Jørgensen,1079,2,27,2021,1,0,2,77,78,3,10500000
J. Lukaku,1081,2,23,2019,2,1,2,77,81,4,11500000
M. Diakhaby,1083,2,21,2023,3,0,1,77,84,2,11000000
D. van de Beek,1086,2,21,2022,2,0,2,77,83,3,12500000
Borja Iglesias,1087,2,25,2022,1,0,1,77,82,3,12000000
S. Boufal,1090,0,24,2019,2,0,2,77,80,4,11500000
M. Lang,1092,2,27,2022,3,0,1,77,78,3,8000000
Jefferson,1095,4,29,2020,3,1,2,77,77,2,6500000
K. Mbodji,1098,0,28,2019,3,0,2,77,77,3,7000000
F. Ferreyra,1100,4,27,2022,1,0,1,77,78,3,10500000
K. Mitroglou,1102,2,30,2021,1,1,3,77,77,3,8500000
D. da Costa,1104,2,24,2021,2,0,1,77,79,3,9000000
V. Fischer,1105,2,24,2022,2,0,2,77,82,4,12000000
Wesley,1106,4,21,2023,1,0,1,77,85,3,13500000
K. Mbabu,1112,2,23,2020,3,0,1,77,83,3,10000000
M. Hinteregger,1113,2,25,2021,3,1,2,77,80,2,9500000
Sidcley,1114,4,25,2023,2,1,1,77,80,3,9000000
M. Jørgensen,1115,2,28,2020,3,0,1,77,79,2,8500000
Rubén Castro,1118,2,37,2020,1,0,2,77,77,3,3200000
André André,1123,2,28,2021,2,0,2,77,77,3,9000000
Vinícius Júnior,1124,4,17,2025,1,0,1,77,92,5,17500000
B. Džemaili,1125,2,32,2019,2,0,2,77,77,4,6500000
Juanpe,1126,2,27,2022,3,0,1,77,78,2,8500000
K. Fortounis,1127,2,25,2020,2,0,2,77,80,3,11000000
M. Vorm,1128,2,34,2019,0,0,2,77,77,1,3600000
B. Oczipka,1129,2,29,2020,3,1,2,77,77,2,6500000
T. Hernández,1131,2,20,2019,3,1,1,77,85,3,11000000
I. Diop,1133,2,21,2023,3,0,2,77,86,2,12000000
B. André,1134,2,27,2022,2,0,2,77,77,3,9000000
C. Piccini,1135,2,25,2022,3,0,1,77,80,3,9000000
José Sá,1138,2,25,2020,0,0,1,77,82,1,8500000
I. Radovanović,1142,2,29,2022,2,0,2,77,77,3,7000000
Renan Ribeiro,1143,4,28,2020,0,0,1,77,78,1,7000000
D. Buonanotte,1145,4,30,2019,2,1,2,77,77,4,8500000
Tomás Pina,1146,2,30,2021,2,0,1,77,77,3,8000000
N. Pallois,1147,2,30,2020,3,1,2,77,77,2,6500000
F. Belluschi,1149,4,34,2018,2,0,2,77,77,4,4500000
O. Abdulrahman,1150,1,26,2019,2,1,2,77,78,5,10500000
O. Trejo,1151,4,30,2020,2,0,1,77,77,4,8500000
N. Barella,1152,2,21,2022,2,0,2,77,89,3,15500000
Angeliño,1153,2,21,2023,3,1,1,77,83,4,10500000
Vieirundinho,1154,4,30,2021,3,0,1,77,77,2,6500000
F. Orellana,1155,4,32,2020,2,0,2,77,77,4,7000000
F. Grillitsch,1156,2,22,2021,2,0,2,77,82,3,11500000
C. Ortíz,1157,4,29,2019,2,1,2,77,77,3,7000000
Bruno Viana,1158,4,23,2023,3,0,1,77,83,2,10500000
J. Maidana,1159,4,32,2019,3,0,1,77,77,2,5000000
R. Funes Mori,1160,4,27,2022,3,1,2,77,78,2,8500000
D. Kohr,1161,2,24,2021,2,0,2,77,81,3,10000000
F. Higuaín,1162,4,33,2019,2,0,1,77,77,3,5500000
A. Barák,1163,2,23,2022,2,1,1,77,84,4,12500000
F. Andone,1164,2,25,2023,1,0,2,77,81,3,11500000
D. Janmaat,1167,2,28,2020,3,0,2,77,77,3,7000000
Aleix Vidal,1169,2,28,2022,3,0,2,77,77,4,7000000
A. Schöpf,1170,2,24,2021,2,0,1,77,82,3,12000000
W. Boly,1171,2,27,2021,3,0,1,77,80,2,9000000
Alberto Moreno,1172,2,25,2019,3,1,2,77,79,3,9000000
C. Villanueva,1173,4,32,2020,2,1,1,77,77,5,7000000
G. Escalante,1175,4,25,2020,2,0,1,77,82,3,10000000
J. Hopf,1177,2,31,2021,0,0,1,76,76,1,4700000
D. Zurutuza,1178,2,31,2019,2,0,1,76,76,4,6500000
F. Fernández,1181,4,29,2020,3,0,2,76,76,2,6000000
L. Kalinić,1182,2,28,2021,0,1,1,76,78,1,6500000
N. Radoja,1183,2,25,2019,2,0,1,76,81,3,10000000
N. Blandi,1184,4,28,2019,1,0,1,76,76,3,8000000
David Juncà,1185,2,24,2023,3,1,1,76,81,3,8500000
J. Lössl,1191,2,29,2021,0,0,1,76,76,1,5000000
Mario Suárez,1192,2,31,2019,2,0,2,76,76,3,6500000
S. Langkamp,1198,2,30,2020,3,0,2,76,76,2,5500000
J. Sosa,1199,4,33,2020,2,0,2,76,76,4,4500000
F. Acheampong,1204,0,24,2020,1,1,1,76,81,4,10500000
O. Vlachodimos,1206,2,24,2023,0,0,1,76,83,1,8000000
J. Denayer,1207,2,23,2022,3,0,1,76,83,2,9500000
Wendel,1209,4,20,2023,2,0,1,76,86,3,12500000
A. Nagy,1210,2,23,2021,2,0,1,76,83,3,9500000
Dalbert,1215,4,24,2023,3,1,1,76,80,3,8500000
A. Halilović,1216,2,22,2021,2,1,1,76,83,4,11000000
M. Livaja,1219,2,24,2021,2,0,1,76,80,3,10000000
M. Uribe,1220,4,27,2023,2,0,1,76,77,3,8500000
P. Bargfrede,1221,2,29,2022,2,0,2,76,76,3,6000000
J. Jankto,1222,2,22,2019,2,1,2,76,85,4,11500000
Junior Firpo,1223,2,21,2023,2,1,1,76,81,3,8500000
D. Boyko,1225,2,30,2023,0,0,2,76,76,1,4900000
K. Malcuit,1230,2,26,2022,3,0,2,76,77,3,7500000
R. Marin,1231,2,22,2023,2,0,1,76,82,4,10500000
Ayoze Pérez,1232,2,24,2021,1,0,1,76,81,4,10500000
Júnior Moraes,1233,4,31,2020,1,0,1,76,76,3,7000000
R. Freuler,1235,2,26,2019,2,0,2,76,77,3,9000000
Ganso,1236,4,28,2019,2,1,3,76,76,4,8000000
Vicente Gómez,1237,2,29,2020,2,1,1,76,76,3,7500000
M. Pašalić,1238,2,23,2019,2,0,1,76,83,4,10500000
Francisco Geraldes,1242,2,23,2019,2,0,1,76,83,4,11000000
I. Ordets,1243,2,25,2020,3,0,1,76,81,2,8500000
D. Santon,1244,2,27,2022,3,0,2,76,76,3,6500000
M. Niang,1245,0,23,2019,1,0,2,76,81,3,10500000
O. Wendt,1246,2,32,2019,3,1,2,76,76,3,4300000
M. Torres,1248,4,33,2019,2,0,1,76,76,3,4700000
C. Benteke,1251,2,27,2020,1,0,3,76,76,2,8000000
Rômulo,1252,2,31,2020,2,0,1,76,76,4,6500000
D. Pabón,1253,4,30,2019,1,0,2,76,76,3,7500000
Embarba,1254,2,26,2021,2,0,1,76,77,3,9000000
C. Kerbrat,1255,2,31,2020,3,0,1,76,76,2,5000000
L. Teodorczyk,1256,2,27,2022,1,0,2,76,77,3,9000000
Alexo Baia,1257,4,30,2021,3,0,1,76,76,3,5500000
David Seijalbo,1258,4,34,2021,2,1,1,76,76,2,2300000
L. Rupp,1260,2,27,2020,2,0,1,76,76,3,8000000
W. Caballero,1262,4,36,2019,0,0,2,76,76,1,1000000
F. Di Francesco,1263,2,24,2021,1,0,1,76,79,4,10000000
O. El Kaddouri,1264,0,27,2021,2,0,1,76,76,3,8000000
G. Töre,1266,1,26,2019,2,1,2,76,77,3,9000000
M. Destro,1267,2,27,2020,1,0,2,76,76,4,8000000
Matheus Pereira,1273,4,22,2019,2,1,1,76,83,4,11000000
E. Mangala,1279,2,27,2019,3,1,2,76,78,2,7500000
O. Selnæs,1280,2,23,2020,2,1,1,76,80,3,8500000
Víctor Vázquez,1281,2,31,2018,2,0,1,76,76,3,6500000
Diego Mariño,1282,2,28,2022,0,0,1,76,77,1,6000000
Carles Planas,1283,2,27,2020,3,1,1,76,77,3,7000000
G. Fernández,1284,4,26,2022,2,0,1,76,77,3,9000000
Soldado,1285,2,33,2019,1,0,3,76,76,3,4800000
A. Ekdal,1286,2,28,2021,2,0,2,76,76,3,7500000
Gedson Fernandes,1287,2,19,2023,2,0,1,76,86,3,12000000
S. Tshabalala,1292,0,33,2020,2,1,2,76,76,4,4700000
L. Rossettini,1293,2,33,2019,3,0,2,76,76,2,3100000
F. Viviani,1294,2,26,2020,2,0,1,76,79,3,9500000
M. de Roon,1295,2,27,2022,2,0,2,76,76,3,8000000
Gil,1298,4,31,2021,3,0,2,76,76,2,5000000
A. Ruiz,1299,4,24,2018,1,1,2,76,79,4,10000000
P. van Aanholt,1300,2,27,2021,3,1,1,76,76,3,6500000
S. Meïté,1301,2,24,2023,2,0,1,76,79,3,8000000
Juli Freitinho,1303,4,30,2021,3,0,1,76,76,2,5500000
A. Izzo,1305,2,26,2023,3,0,1,76,81,2,8500000
Llorente,1308,2,33,2019,1,0,3,76,76,3,4800000
João Pedro,1311,4,26,2022,1,0,1,76,79,4,9500000
Eltildo Correia,1312,4,26,2018,3,0,1,76,76,2,6500000
Kenedy,1313,4,22,2019,2,1,1,76,84,4,11500000
N. Vukčević,1315,2,26,2022,2,1,1,76,79,3,8000000
Mata,1319,2,29,2021,1,0,1,76,76,3,7500000
F. Guarín,1322,4,32,2019,2,0,3,76,76,4,6000000
A. Mehmedi,1327,2,27,2022,2,0,2,76,76,3,8000000
Pablo,1328,4,27,2021,3,0,1,76,77,2,7500000
I. Slimani,1329,0,30,2019,1,0,3,76,76,2,7500000
C. Erkin,1330,1,29,2020,3,1,2,76,76,4,6000000
Beto,1332,2,36,2020,0,0,2,76,76,1,1000000
S. Padt,1336,2,28,2021,0,0,1,76,78,1,6500000
F. Klaus,1338,2,25,2022,2,0,1,76,77,3,9000000
H. Nordtveit,1339,2,28,2022,3,0,2,76,77,2,7000000
L. Zuffi,1340,2,28,2021,2,1,1,76,77,3,7000000
Emilio Piodão,1341,4,26,2021,2,0,1,76,76,2,6500000
S. Zuber,1342,2,26,2020,2,0,1,76,77,3,7500000
J. Palomino,1343,4,28,2020,3,1,1,76,78,2,7500000
Y. Mutō,1344,1,25,2022,1,0,1,76,79,3,10000000
M. Barbosa,1346,4,33,2020,0,0,1,76,76,1,3900000
Eric Botteghin,1349,4,30,2019,3,0,1,76,76,2,5500000
Iván Alejo,1350,2,23,2023,2,0,1,76,81,3,10500000
S. Blanco,1351,4,30,2018,1,0,1,76,76,3,7500000
Thiago Mendes,1352,4,26,2022,2,0,1,76,79,4,8000000
D. Brosinski,1353,2,29,2020,3,0,1,76,76,3,6000000
Eraso,1356,2,28,2020,2,0,1,76,76,3,8000000
S. Hanni,1357,0,27,2021,1,0,1,76,77,4,9000000
C. Théréau,1359,2,35,2019,1,0,2,76,76,4,3400000
A. Donatti,1360,4,31,2021,3,0,1,76,76,2,5000000
T. Jedvaj,1361,2,22,2023,3,0,2,76,83,2,9500000
F. Lustenberger,1364,2,30,2019,3,0,2,76,76,2,5500000
J. Ayew,1365,0,26,2019,1,0,2,76,76,4,8500000
R. Thomas,1367,2,30,2022,3,1,2,76,76,2,5500000
Rafael Cachoira,1368,4,30,2021,3,0,1,76,76,2,5500000
N. Sansone,1369,2,26,2021,1,0,2,76,77,4,9000000
J. Veltman,1371,2,26,2020,3,0,2,76,77,2,7500000
A. Knockaert,1372,2,26,2022,2,1,1,76,76,4,8500000
Douglas Santos,1373,4,24,2021,3,1,1,76,80,3,8500000
S. Bocchetti,1374,2,31,2020,3,1,2,76,76,2,5000000
F. Mollet,1376,2,26,2022,2,0,1,76,77,4,9000000
A. Petagna,1379,2,23,2019,1,1,1,76,81,3,10500000
E. Balanta,1381,4,25,2020,3,1,1,76,82,2,9000000
Alan Carvalho,1384,4,28,2019,1,0,2,76,76,3,8000000
Maicón,1386,4,28,2020,2,0,1,76,76,3,8000000
D. Quintero,1387,4,30,2021,2,0,1,76,76,4,7500000
P. Højbjerg,1388,2,22,2021,2,0,2,76,81,3,10000000
I. Santini,1389,2,29,2021,1,0,1,76,76,3,7500000
Vieirinha,1390,2,32,2020,3,0,2,76,76,4,4300000
L. Antonelli,1392,2,31,2021,3,1,2,76,76,3,5000000
B. Embolo,1393,2,21,2021,1,0,2,76,86,3,12500000
V. Eysseric,1394,2,26,2021,1,0,2,76,77,3,9000000
A. Ranocchia,1396,2,30,2019,3,0,2,76,76,2,5500000
T. Baumgartl,1398,2,22,2022,3,0,1,76,81,2,8500000
F. Bustos,1399,4,22,2022,3,0,1,76,83,4,9000000
S. Kverkvelia,1402,2,26,2021,3,0,1,76,80,2,8500000
Rubén Blanco,1403,2,22,2023,0,0,1,76,83,1,8000000
P. Aguilar,1404,4,31,2018,3,0,1,76,76,2,5000000
D. Limberský,1406,2,34,2020,3,0,2,76,76,3,2200000
G. Cabral,1407,4,32,2019,3,0,2,76,76,2,4400000
J. Fernandes,1410,4,29,2020,2,0,1,76,76,4,7500000
Recio,1412,2,27,2022,2,0,1,76,79,3,8000000
Maurício,1415,4,29,2020,2,0,1,76,76,3,6000000
I. Belfodil,1418,0,26,2022,1,0,2,76,78,3,9500000
J. Willems,1422,2,24,2021,3,1,2,76,79,3,8000000
C. Biraghi,1426,2,25,2021,3,1,1,76,78,3,7500000
Aritz Elustondo,1427,2,24,2022,3,0,1,76,80,2,8500000
